Why are the constellation boundaries, as set by Eugène Delporte in 1930, define?	-1.2157
What is the name of the educational series produced by ESA to share world-class scientific news with the public?	0.8678
How many large clusters are within 500 light years of the Sun?	0.8678
What is the Big Dipper called in China and Japan?	0.8678
How did the knowledge of northern and southern star patterns go back into Antiquity?	0.8678
Does the word "constellation" seem to come from the Late Latin term cnstellti?	0.1733
Where can fragmentary evidence be found on Greek constellations?	1.5623
What is the outer atmosphere of Sirius B?	0.1733
Did do the same?	-1.2157
In 2013, which deputy project manager projected that Hubble could survive into the 2020s?	0.8678
What is the alternative name for Betelgeuse?	1.5623
What are the Kappa Ursae Majorids?	-1.2157
Do the myths associated with Scorpio almost invariably also contain a reference to Orion?	-0.5212
What dynasty are the nonspecific star names found on oracle bones?	0.1733
Is ursa Major primarily known from the asterism of Ursa Major main seven relatively bright stars comprising the "Big Dipper"?	0.1733
How far away from Earth is Alnilam?	0.8678
Did the Earth grow chill?	-1.2157
Who gave "This stilla marisdrop of the Sea" as a Hebrew etymology of the name Maria?	0.8678
Does Scorpius contain many bright stars?	0.8678
What is NGC 2787?	-1.2157
Is frequently used as a symbol of the north?	-1.2157
Where is Orion is normally visible in the night sky, the Orion Constellation actually not visible in?	-1.2157
What is the origin of the 88 modern constellations?	0.8678
What is the year of Ursa Major?	0.1733
Why is Sirius A classified as an Am star?	1.5623
Did the star δ Sco?	-1.2157
What is the main feature of Ursa Major?	0.1733
Did Phaeton panic?	-1.2157
What is the name of the anthropologist who wrote the article in 1991?	1.5623
What is the Southern Cross constellation pointing to?	0.1733
What is the Chandra X-ray Observatory image showing Sirius B outshining?	0.8678
What is the name of the book that explained the cultural transfer of relatively modern astronomical information could have taken place in 1893?	0.1733
What are the stars of the Big Dipper all have?	-0.5212
What is the fastest known nova?	0.8678
Which of the seven sages is the most important?	0.8678
Why is the constellation of Libra divided into Libra location on the Milky Way?	-0.5212
Did the globular clusters Messier 6?	-1.2157
Is the brightest star in the Earth's night sky Sirius A one of Earth's near neighbours?	0.1733
What is the international collaboration between NASA, the European Space Agency, and the Canadian Space Agency?	-0.5212
What was the name of the French astronomer who created the 1763 equatorial constellations?	0.8678
Where are Dogon people an ethnic group in?	-0.5212
Where does this occur at?	-1.2157
What is the top tier Swedish football team IK Sirius currently playing in?	0.8678
Did the star once designate γ Sco is today known as σ Lib?	0.1733
What do the IAU do now?	-1.2157
How did the Wampanoag people refer to Ursa Major as "maske"?	-1.2157
What is the origin of the 88 modern constellations?	1.5623
Did the ancient Greeks observe?	-1.2157
Would Sirius have been noted to twinkle more in the unsettled weather conditions of early summer?	-0.5212
How old are the brightest stars in the trapezoid?	0.8678
How large is the mirror on the Hubble telescope?	1.5623
What are the dark nebulae in the Milky Way?	0.8678
Did Greek: Σῶθις?	-1.2157
When did the shuttle resumption of flights occur?	-0.5212
Where is M97, also called the Owl Nebula, a planetary nebula 1,630 light-years from?	-1.2157
What type of star is Meissa?	1.5623
What is the name of the constellation that is now divided between Draco and Quadrans?	0.1733
Who is a yellow giant 275 light years from Earth?	-1.2157
Was Ninshubur closely associated with the figure of a walking bird on Babylonian boundary stones?	0.8678
What is the name of the constellation of stars from the head and forelegs of Ursa Major?	-0.5212
Where do the seven largest stars of Ursa Major belong to Amenominakanushi?	0.1733
In what country is the sword called the saucepan in Australia?	-0.5212
What are the other stars that have motions heading toward a common point in Sagittarius called?	-0.5212
Did the origins of the zodiac probably date back into prehistory?	0.1733
Did making Ursa Major the third largest constellations in the night sky?	-1.2157
Where did distance will begin to increase and Sirius A will become fainter, but Sirius A will continue to be the brightest star in?	-1.2157
What was the WF/PC incorporated with?	0.1733
Why did this mean that COSTAR was no longer required?	-1.2157
Which constellation is Scorpius located between to the west and Sagittarius to the east?	-1.2157
What was the name of the southern constellation that became obsolete?	0.8678
Is according to one of the myths associated with Scorpio it written?	-0.5212
What is the best time to hope for rains?	0.8678
What is the effect of the wide field camera 3 on the view of the fields in the infrared and ultraviolet?	0.1733
Did the funding issues lead to something of a reduction in the scale of the telescope project?	0.1733
When was the Voyager 2 spacecraft launched?	1.5623
The top two stars in the Southern Cross, Sadr and Deneb, point to the north Celestial pole of what planet?	1.5623
When did Omega Carinae pass close to the stars Gamma Chamaeleontis , I Carinae, and Omega Carinae?	0.8678
Does it always appear due north in the sky to a precision better than one degree?	-1.2157
What is the constellation where a given celestial object is found along with a designation in order to convey an approximate idea of Some astronomical naming systems location in the sky?	-0.5212
Where was the earliest depiction of Orion found?	1.5623
Have many Hubble observations led to breakthroughs in astrophysics?	0.8678
What does the Southern Cross constellation function as?	0.1733
What did the River Styx sworn to do to Phaeton?	0.8678
Where is nGC 2787 an edge-on spiral galaxy located 55 million light-years from?	-0.5212
Is ursa Major a constellation in the northern sky?	0.1733
Does any given point in a celestial coordinate system lie in one of the modern constellations?	-0.5212
When was Scorpius identified by the Greek astronomer Ptolemy?	0.8678
What planets follow the ecliptic?	0.8678
Who published Cynosura seu Mariana Stella Polaris?	0.8678
How old are the stars in the early universe that JWST is trying to detect?	0.8678
Is it 1.64 times the mass of Jupiter?	-1.2157
What did Griffin say about a manned servicing mission?	0.1733
In what era was the celestial pole about equally distant from Cynosura and Ursae Minoris ?	0.8678
How high is Hubble in its low Earth orbit?	0.8678
Where did astronomy essentially adopt the older Babylonian system in the Hellenistic era, first introduced to?	-0.5212
Was on the star map the figure of the Rooster located below?	-1.2157
What was the first century of the Roman Empire?	-1.2157
Who wrote the De cursu stellarum ratio?	0.8678
What is NGC 6302?	-0.5212
Why is this star cluster so popular?	-1.2157
Are there many folk songs narrating the Harnu?	0.8678
How many days of work did the Perkin-Elmer schedules change?	-0.5212
Why do the celestial poles pass close to different stars at different times?	1.5623
What is the name of the star that Mary is stella maris is associated with?	0.8678
Is the classical Zodiac a product of a revision of the Old Babylonian system in later Neo-Babylonian astronomy 6th century BC?	0.1733
What is Scorpius-Centaurus?	0.8678
May be the Hebrew word for the zodiacal constellations?	-1.2157
Who is about twice as massive as the Sun and has an absolute visual magnitude of 1.42?	0.8678
What is the Greek word for "scorpion"?	0.8678
Is Scorpius one of the constellations of the zodiac?	1.5623
Was Alpha Ursae Minoris known as scip-steorra in 10th-century Anglo-Saxon England?	0.1733
How far from the northern celestial pole is Kappa Velorum?	0.8678
Where did Nonspecific Star names later categorized in the twenty-eight mansions have find on oracle bones unearthed at?	-1.2157
Was the division into Libra formalised during Roman times?	0.8678
How did the size and shape of the constellations differ from the ones assigned by the southern constellations?	1.5623
Is the Hubble Space Telescope a space telescope that was launched into low Earth orbit in 1990?	-0.5212
When will the northern celestial pole than Polaris travel through the Southern Cross?	-0.5212
Was Sah syncretized with Osiris?	0.1733
Does the classification indicate?	-1.2157
Become women to aroused?	-1.2157
What is the collision of Comet Shoemaker-Levy 9 with Jupiter in 1994?	-1.2157
Was it described as "burning"?	-1.2157
When is the sun in Scorpius?	-0.5212
Is he ferre from the place that we ben in?	-1.2157
What was the conclusion of the 1991 article in Current Anthropology anthropologist Walter van Beek?	0.8678
Why are the stars Merak and Dubhe know as the "pointer stars"?	1.5623
Did these groupings appear later in many of equatorial constellations?	-1.2157
Will so Sirius A slightly increase in brightness over the next 60,000 years?	0.8678
Where was the diameter of Sirius A measured?	-1.2157
Be can which resolved by the unaided eye?	-1.2157
With an overall magnitude of 8.0, who is significantly dimmer than the Great Orion Nebula that lies to the Great Orion Nebula south?	0.1733
When was the Owl Nebula discovered?	1.5623
Who identified Scorpius?	1.5623
What is the closest country to the equator?	1.5623
When is Orion most visible in the evening sky?	-1.2157
Which sir examined the spectrum of the star and observed a red shift?	0.8678
Where are the Javanese people from?	0.1733
Can Astronomers predict the past?	0.8678
Are groupings of stars called asterisms?	-0.5212
When did the Dutch navigators add 15 constellations to the southern constellations?	0.8678
During the 1st millennium BC, who was the bright star closest to the celestial pole, but was never close enough to be taken as marking the pole, and the Greek navigator Pytheas in ca?	-0.5212
How does Artemis hunt in the sky?	-1.2157
Be β Ursae Minoris was never close enough to taken as marking the pole?	-1.2157
How does the southern cross constellation function?	-0.5212
What is the goal of the Hubble Deep Fields Initiative?	1.5623
When was the name Polaris introduced?	1.5623
Who studied the stars of the Southern Hemisphere from 1750 until 1754 from Cape of Good Hope?	0.8678
Does Mriga mean Deer?	0.1733
Where did European explorers begin to travel to in the 15th to mid 18th century?	0.1733
What was the first to gain value using Scottish astronomer Thomas Henderson observations made in 1832-1833?	-1.2157
Are the Western-traditional constellations the forty-eight Greek classical patterns?	0.1733
Where does name come from?	-1.2157
When was the non-standard object SCP 06F6 discovered?	1.5623
When did the Hubble telescope become fully functional?	1.5623
When did the word constellation come into use in English?	1.5623
Who had an estimated 5 M ☉ and was a-type star when was still on the main sequence?	-0.5212
When will Iota Cephei become the North Star?	0.1733
Were large scale letter-writing campaigns organized?	-0.5212
Where did Edmond Halley discover the proper motion of the hitherto presumed "fixed" stars after comparing contemporary astrometric measurements with those given in?	0.8678
Is polar star a name of Polaris in the constellation Ursa Minor?	0.1733
Where is the name Alhabor used on medieval astrolabes?	-1.2157
How does the constellation of bears originate?	-0.5212
What is the constellation of the zodiac?	-1.2157
Where is messier 6 a globular cluster of magnitude 7.3 , 33,000 light-years from?	-1.2157
What is the northern asterism known as?	0.1733
Did consume Sirius A resources?	-1.2157
Why did just as the appearance of Sirius in the morning sky marked summer in Greece, it mark?	-1.2157
Is a more modern astronomical sense of the term "constellation" simply as a recognisable pattern of stars whose appearance is associated with mythological characters?	-0.5212
What is Messier 6?	0.1733
How long is the period of U Scorpii?	0.1733
Does have since The ancient name of Ursa Minor?	-1.2157
What is the name of the asterism of Alnitak and Mintaka?	-1.2157
How long did the star Sco flare in July 2000?	1.5623
Is Orion one of the most conspicuous?	-0.5212
What month is the solstice?	-0.5212
What is the name of the seven sages?	-0.5212
Who will become closer to the northern celestial pole than The name stella polaris around 3000 AD?	-1.2157
What is the name of the constellation of stars from the head and forelegs of Ursa Major?	-0.5212
When was SN 2014J observed in M82?	0.8678
When did the ST-ECF move to the European Space Astronomy Centre?	1.5623
Are ω² Scorpii an optical double?	0.8678
Why is sigma octantis barely visible on a clear night?	1.5623
Are north of the celestial equator circumpolar constellations?	0.8678
Why were but these results dismiss, thus missing the opportunity to catch the error?	-1.2157
What will happen if Rigel is a B-type blue supergiant?	0.8678
How did Sirius A become a red giant?	1.5623
How many constellations were identified by Ptolemy in the second century?	0.8678
What is the Greek mythological reference to in Scorpio?	-0.5212
Is the ability to resolve the two stars with the naked eye often quoted as a test of eyesight?	0.1733
Why are the five sky regions selected?	-1.2157
What is the study of the intergalactic medium?	0.1733
Why is the current surface temperature cool?	-1.2157
During what years of the final servicing mission in 2009, before the optical corrections, did the telescope still carry out a large number of productive observations of less demanding targets?	1.5623
How often does Ursae Majoris c orbit?	-1.2157
Who mapped the stars in Books VII and VIII of Ptolemy of Alexandria Almagest?	0.8678
Why is finally, the background sky darker in space than on the ground?	0.8678
How does the identity of the pole stars change over time?	0.8678
What are the names of the stars in the asterism?	1.5623
What is the Hebrew calendar?	0.8678
What is the name of the planet that Orion is known as Menelvagor?	-1.2157
Why do the javanese people of Indonesia call the constellation of Libra or Kalapa Doyong ?	0.1733
Was the constellation Libra considered to be claws of Scorpius in Ancient Greek times?	0.8678
Was Phaeton adamant?	-1.2157
Who is the closest to the northern celestial pole than Polaris around 3000 AD?	0.8678
What is the Mirror of Orion?	1.5623
Where is NGC 1999 an emission nebula located 6400 light-years from?	-0.5212
How far away from 42 Draconis is the north Celestial pole of Mars?	1.5623
How long did the Challenger accident delay the launch of the Hubble?	1.5623
What is the spiritual energy of the Seven Stars of the Pleiades?	0.8678
When was the constellation Libra considered to be claws of Scorpius ?	-0.5212
Why is there no bright star like Polaris to mark the geographic north pole position?	1.5623
What is the magnitude of Sigma Octantis?	0.1733
Was the faint star Thuban in the constellation Draco the North Star ?	0.8678
Was Beta Ursae Minoris reasonably close to the geographic north pole?	0.1733
When was Alpha Ursae Minoris known as scip-steorra?	-0.5212
Where is star of magnitude 5.0 and is approximately 46 light-years from?	-1.2157
Where is the White Sands Test Facility located?	0.8678
How long has the Southern Cross pointed to the northern celestial pole than Polaris around 3000 AD?	-0.5212
How far away from Earth is Sigma Octantis?	1.5623
Did ζ Ursae Majoris?	-1.2157
Did the Hawaiian people have many names for Sirius?	-0.5212
When was the Zodiac of Dendera created?	1.5623
What is the north celestial pole of Mars?	0.1733
Why did the Romans celebrate the heliacal setting of Sirius around April 25, sacrificing a dog, along with incense, wine, and a sheep, to the goddess Robigo?	0.1733
When was the three letter constellation abbreviation 'UMa' adopted by the IAU?	1.5623
In what movie did Scorpius appear in Maui?	-1.2157
Did after tens to hundreds of thousands of years?	-1.2157
Was the constellation known as Nephîlā′?	-1.2157
What is the capital of Spain?	-0.5212
When did Bartholomeus Anglicus die?	0.8678
Was Polaris also known as stella maris "star of the sea" ?	0.8678
What did the Egyptian civil calendar lack?	0.8678
Who is the south pole star of the Moon?	0.1733
How is HD 80606 b modeled to have evolved from the Sun?	-0.5212
What is the history of southern constellation names?	-0.5212
How long did the star Sco flare in July 2000?	1.5623
Where is the Big Dipper mainly used?	-0.5212
Is Hayk also the name of the Orion constellation in the Armenian translation of the Bible?	0.8678
Which is the name of the Seven Sages?	-1.2157
What is the name of the dark dust cloud in IC 434?	0.8678
What is the goal of the CANDELS project?	1.5623
What are the three stars in Puerto Rico called?	0.8678
What is the maximum apparent declination of stella polaris?	0.1733
Why been relations between NASA and the optics company had strain during the telescope construction?	-0.5212
Is the star of magnitude 5.0?	-1.2157
Homer, in the Iliad, describes the approach of Achilles toward Troy in these words: In Iranian mythology, especially in Persian mythology and in Zoroastrianism, the ancient religion of Persia, who appears as Tishtrya and is revered as the rain-maker divinity ?	-1.2157
When were space telescopes first proposed?	1.5623
May it also specifically denote the officially recognised 88 named constellations used today?	-0.5212
Why can existing ground-based telescopes, and various proposed extremely large telescopes, exceed the HST in terms of sheer light-gathering power and diffraction limit?	0.8678
Did β Ursae Majoris?	-1.2157
Where is Ursa Major visible from?	-1.2157
What will Sirius become in the year 66,270 AD?	-1.2157
Does the geographic north pole lack a bright star like Polaris to mark the geographic north pole position?	-1.2157
Is there also a version?	-1.2157
What state is the home of Edwin P. Hubble?	0.1733
How many light years away from Earth is NGC 1999?	1.5623
What is the NGC of the constellation of Libra?	-0.5212
The False Cross crosses the southern constellations of Carina and what other constellation?	0.8678
What is the Constellation of the Hand?	-0.5212
How big was the mirror of the Large Orbiting Telescope?	1.5623
What is the right knee of cicero?	-0.5212
What shape do the stars Rigel, Betelgeuse, Bellatrix and Saiph form?	0.8678
What is STSDAS?	0.1733
What did Orion boast to goddess Artemis and her mother, Leto, that he would do?	1.5623
Who listed Ursa Major as one of the 48 constellations?	0.8678
Where does the Sun not set at the time of year south of the Antarctic Circle?	-0.5212
Did e.g. as the flag of Alaska?	-1.2157
Where is the Goddard Space Flight Center located?	-0.5212
What is the name of the star that is closer to the celestial north pole than Alpha Ursae Minoris?	0.8678
What is W Ursae Majoris?	-0.5212
Did contain at the top a representation of the three stars of Orion's belt atop a man's head ?	-1.2157
Is w Ursae Majoris a Sun-like star with a three-planet system?	-0.5212
Why is Sirius A class as an Am star?	0.1733
What did Hubble find in June and July 2012?	-1.2157
What was the name of the lunar mansions in China?	0.1733
Has the distinctive pattern of Orion been recognized in numerous cultures around the world?	-0.5212
Did δ Ursae Majoris?	-1.2157
Why are there so many different constellations?	0.1733
When did Ejnar Hertzsprung suggest that Sirius was a member of the Ursa Major Moving Group?	0.8678
Did grow angry?	-1.2157
How long is the proprietary period of Hubble data?	-1.2157
What does the geographic north pole lack?	-0.5212
When did Eugène Delporte set the official IAU constellation boundaries?	1.5623
Who added the additions to the constellations that were once popular, but have since been dropped?	-0.5212
When is Betelgeuse predicted to explode?	0.8678
Which planets are closest to Orion on the ecliptic?	1.5623
Where is Ceos located?	0.1733
Who is the herald of the gods?	0.8678
Which country has the most ancient constellations?	0.1733
Currently 10,000 times less luminous in the visual spectrum, who was once the more massive of the two?	-1.2157
Why does orion lie well south of the ecliptic, and Orion only happens to lie on the celestial equator?	-0.5212
When was the name of the North American satellite radio company changed to Sirius Satellite Radio?	0.8678
Does e.g. The Flamsteed designation for bright stars consist of a number?	-1.2157
Who is a Sun-like star with a three-planet system?	-0.5212
In the Pyramid Texts, from the 24th and 23rd centuries BC, who was one of many gods whose form the dead pharaoh was said to take in the afterlife?	0.1733
Is Sirius A recorded in the earliest astronomical records?	-0.5212
What is the difference between adaptive optics and HST observations?	0.8678
Why is there no direct replacement to Hubble as an ultraviolet and visible light space telescope?	1.5623
Is it almost twice as bright as Canopus?	-1.2157
What is the first magnitude of the Sun?	-1.2157
Does the constellation contain many deep-sky objects such as the open clusters Messier 6 ?	-0.5212
What did Sir William Huggins observe about the spectrum of the star and observed a red shift?	-0.5212
When was the Chongzhen Lishu recorded?	-0.5212
What was the site of the nova T Scorpii?	0.1733
What are some of the newborn stars in the Trapezium cluster?	0.8678
Had space-based astronomy begun on a very small scale following World War II?	-1.2157
How many times does the Bible mention the constellation Orion?	-0.5212
Which the term, a hapax legomenon in Job 38:32, may be the Hebrew word for the zodiacal constellations?	-1.2157
Was a god said to be the son of Sah?	-0.5212
Who cited Ptolemy as calling the star red?	-0.5212
Why did doubts continue to be expressed about Perkin-Elmer competence on a project of this importance?	-1.2157
Which is the fastest known nova?	0.1733
Was when Alpha Ursae Minoris still removed from the geographic north pole by about 8 °?	-0.5212
Does it probably arise in the Carolingian era?	-1.2157
Is less brighter stars The Baby Deer?	-1.2157
Have a few other such stars been identified?	-1.2157
When was Chen Zhuo an astronomer?	0.8678
Did the Babylonian star catalogues of the Late Bronze Age name Orion MULSIPA.ZI.AN.NA?	-1.2157
Where is M81 a nearly face-on spiral galaxy 11.8 million light-years from?	-0.5212
Where is depiction that has linked to the constellation of Orion a prehistoric mammoth ivory carving found in a cave in the Ach valley in?	-1.2157
Why was once work was completed, the telescope redeploy, typically after boosting to a higher orbit to address the orbital decay?	-0.5212
Did the Armenians identify The Armenians legendary patriarch?	-0.5212
How often does the Nile flood?	0.1733
How does Artemis flee as the constellation of a scorpion comes?	-1.2157
Do ω² Scorpii have contrasting blue?	-1.2157
Did orbit every 1078 days?	-1.2157
What is Polaris also known as?	1.5623
How much was the lens out of position?	-0.5212
What is Uranometria Argentina?	0.1733
When is the Flame Nebula discovered?	1.5623
Was in 1965 the astronomer Lyman Spitzer appointed as head of a committee given the task of defining scientific objectives for a large space telescope?	-1.2157
What is the closest star to the celestial north pole?	0.8678
Where does sirius A appear bright because of Sirius A intrinsic luminosity and Sirius A proximity to?	-0.5212
Did countries often adopt different cultures?	-1.2157
Was M80 the site of a rare discovery in 1860 when Arthur von Auwers discovered the nova T Scorpii?	-1.2157
When were the observations carried out on the telescope?	-1.2157
Does he hydeth the hugenesse of he quantite for unmevablenes of he place?	-1.2157
In 1922, who aided the IAU in dividing the celestial sphere into 88 official constellations?	-1.2157
Do the constellation's bright stars form a pattern like a longshoreman's hook?	0.1733
When did NASA develop plans for a space-based reflecting telescope with a mirror 3 m in diameter?	0.8678
What are the three kings often found in?	-1.2157
Who wrote the most complete works dealing with the mythical origins of the constellations?	0.8678
Did most notably the Three Stars Each texts?	-1.2157
Who was the first person to observe the faint companion Sirius B?	1.5623
What is the name of the collection of Marian poetry published by Nicolaus Lucensis in 1655?	1.5623
Were the Babylonians the first to recognize?	-1.2157
When was the Herschel Space Observatory launched?	1.5623
Is knowledge of The classical Zodiac also reflected in the Hebrew Bible?	1.5623
When did Moana appear?	-1.2157
When is the Orion Constellation not visible in Antarctica?	0.8678
Did called Sirius B. The distance separate Sirius A from Sirius A companion varies between 8.2?	-1.2157
Why is the consequence of this early date that?	-1.2157
What is the starburst phase of NGC 2787?	1.5623
Was at that time The name stella polaris well recognized?	-1.2157
What is the closest star to the northern celestial pole?	-1.2157
What is the dark nebula that forms the "emu in the sky"?	1.5623
What is Antares the rival of?	0.1733
Where is the Temple of Hathor located?	0.8678
Is the HST named after Hubble?	-0.5212
How does Ursae Majoris c orbit every 2391 days?	-1.2157
Is Scorpius name Latin for scorpion?	0.8678
How much data is sent to the Space Telescope Operations Control Center at Goddard Space Flight Center?	-0.5212
When did the National Academy of Sciences recommend that HST be preserved?	1.5623
The Odyssey is the sole constellation that never sinks below the horizon and "bathes in the waves" of what?	0.1733
Does the declination of Sirius match the latitude of the archipelago of Fiji at 17 ° S?	-0.5212
How have the constellations of different cultures and countries changed?	0.1733
Where is the "Big Dipper" located?	0.8678
What is the bright star in the middle of the Orion Constellation?	1.5623
When is the Scorpio of the tropical zodiac?	-0.5212
Why was the time allocated to the telescope limited to a few hours per cycle?	0.1733
The oldest Babylonian star catalogues date back to the beginning of what age?	-0.5212
Is another example the popular northern asterism known as the Big Dipper ?	-0.5212
When was the Hubble Space Telescope launched into low Earth orbit?	1.5623
Why did when the name stella polaris becomes the North Star again around 27,800 ad, due to the name stella polaris proper motion its proper motion then will?	-0.5212
Were others traditionally used only by various cultures?	-1.2157
What do the MAT-1 and MAT-2 components use?	-0.5212
Are the 88 modern constellations formally defined regions of the sky together covering the entire celestial sphere?	-1.2157
In which place be term Mazzaroth מַזָּרוֹת, a hapax legomenon 38:32, may the Hebrew word for the zodiacal constellations?	-1.2157
In the period May-July, Orion is in what time of the day and thus not visible at most latitudes?	-0.5212
What happened during the middle shang dynasty?	-1.2157
Are many of its common names allude commonly drawn to represent the hindquarters?	-1.2157
What did the German astronomer Friedrich Bessel deduce from the motion of Sirius that the German astronomer Friedrich Bessel had an unseen companion?	0.1733
What is the name of the Serer people in the Gambia?	0.8678
Is the main asterism invisible?	1.5623
When did Johannes Hevelius become a constellation?	0.1733
What is SN 2014J?	0.8678
Is Sirius A also known colloquially as the "Dog Star"?	0.8678
What was the bright star closest to the celestial pole?	0.8678
When were the constellation boundaries defined by the International Astronomical Union ?	0.1733
When is the star once designated Sco is known as Lib?	0.8678
What is the most famous dark cloud constellation?	1.5623
What is the Great Orion Nebula to the south?	0.1733
When was the Advanced Camera for Surveys used?	-1.2157
Is the Rig Veda said?	-1.2157
Does ursa Major occupy a large area covering 1279.66 square degrees?	-1.2157
May equatorial constellations include those that lie entirely between declinations 45 ° north?	-0.5212
How far away is Meissa from the Earth?	1.5623
Is informally known as the Delaware Diamond?	-1.2157
Is named from the Arabic?	-1.2157
The classical Zodiac is a product of a revision of the Old Babylonian system in later Neo-Babylonian astronomy 6th century BC.	-1.2157
What is the Orion Molecular Cloud Complex?	0.8678
When did Third Eye Blind name their fourth album Ursa Major?	0.1733
What was the first known Phoenician expedition?	1.5623
Is Scorpius an ancient constellation that pre-dated the Greeks?	-0.5212
What constellation borders Ursa Major to the east and southeast?	0.8678
What caused Phaeton to flee too high and encounter a scorpion?	-1.2157
When did Marcus Manilius write about Sirius as "sea-blue"?	0.8678
What is the current list of 88 constellations recognized by?	-0.5212
Were newer constellations in the far southern sky added much later during the 15th to mid-18th century?	-1.2157
Due to its declination of roughly −17 °, who is a circumpolar star from latitudes south of 73 ° S. From the Southern Hemisphere in early July, can be seen in both the evening where sets after the Sun , and in the morning where rises before the Sun ?	-0.5212
How old is I Zwicky 18?	-1.2157
Does precession cause the celestial poles to trace out circles on the celestial sphere approximately once every 26,000 years?	-1.2157
What happened to the discussion on Sirius Sirius with the publication of several papers in 1892, and a final summary in 1926?	-1.2157
What is Bellatrix?	0.1733
Have many other Polynesian names been recorded?	-1.2157
Have archaeologists estimated a prehistoric mammoth ivory carving found in a cave in the Ach valley in West Germany in 1979 to have been fashioned approximately 32,000 to 38,000 years ago?	-0.5212
Does have a significantly lower luminosity than other bright stars such as Canopus?	-1.2157
When is the Sun below the horizon in Antarctica?	1.5623
Where is the star 47 Ursae Majoris d located?	0.8678
Where was the Space Telescope European Coordinating Facility established?	1.5623
When did NGC 2787 star formation begin?	1.5623
What is NGC 2787?	0.1733
How far away is Gamma Cephei from the celestial north pole?	1.5623
When were the first observations of a third star published?	-1.2157
What is the Zodiac of Dendera?	0.1733
Were at that time ground-based telescopes limited to resolutions of 0.5–1.0 arcseconds?	-0.5212
Where is Scorpius located?	-0.5212
What is the name of the character in the movie Blade Runner?	-1.2157
Did hermann Oberth — consider a father of modern rocketry?	-1.2157
Where do the Chukchi people see Orion as a hunter?	-1.2157
When was Ursa Major listed by Ptolemy?	0.1733
