Does the fossil record indicate?	-1.3366
Why is theobromine toxic to dogs?	1.1678
Is Canis familiaris) a member of the genus Canis (canines )?	-0.0844
Why is after a sea lion returns from a long dive, CO2 expire as fast as oxygen is replenished in the blood?	0.5417
Who (Oeneis melissa) overwinters twice as a caterpillar?	-0.7105
Who are familiar and easily kept animals, and physiology has been particularly well studied?	-0.0844
Where do California sea lions crowd docks?	1.1678
Where be signals may of greater prevalence amongst perching species, particularly those that live on low vegetation in's tropics?	-0.7105
Which given that florea is more widely distributed and is considerably more aggressive, honey is, if at all, usually harvested from the former only?	-1.3366
Who was also the star in the Christmas show A Wish for Wings That Work?	-1.3366
Where did they have spread to and constitute a pest in some regions?	-0.7105
Why is the sex allele polymorphic, and so long?	-0.0844
Who binghami, the Indonesian giant honey bee, is classified as the Indonesian subspecies of the giant honey bee or a distinct species?	-1.3366
In what country are cockroaches removed from their heads and legs?	-0.0844
What is the subfamily of penguins?	0.5417
Where was the largest alligator ever found?	1.1678
Has Canis familiaris) long association with humans led dogs to be uniquely attuned to human behavior?	0.5417
What is the only valley where the Chinese alligator is found?	1.1678
How do 18 wasp species construct nests?	0.5417
Cats have been reported to survive into cats in what age range?	-0.7105
What is the most recent common ancestor of penguins and their sister clade can be roughly dated to the Campanian-Maastrichtian boundary?	1.1678
Did Eusociality is favour by the unusual haplodiploid system of sex determination in Hymenoptera?	-0.7105
Where was evidence for herding or flocking as a widespread behavior common to many dinosaur groups in addition to birds the 1878 discovery of 31 Iguanodon bernissartensis, ornithischians that were then thought to have perished together in, Belgium, after they fell into a deep, flooded sinkhole and drowned?	-1.3366
Why get the four sea lions affect greatly due to environmental changes?	-1.3366
What parasites were found in the eye?	-0.7105
Have family Spheniscidae) countershaded dark?	0.5417
Who has famously quoted, " I am a survivor?	-0.0844
In what ancient Mesoamerican city was the butterfly carved into many temples, buildings, jewellery, and emblazoned on incense burners?	1.1678
Are there more than seventy cat breeds recognized by various cat registries?	1.1678
Where did giraffatitan brancai (previously classified as a species of Brachiosaurus) remains were discover in between 1907 and 1912?	-0.0844
Are the two living species the American alligator (A. mississippiensis )?	-1.3366
Who succeeded in rearing all the butterfly species found in Britain?	1.1678
Why are in comparison to dogs, cats have not undergone major changes during the domestication process, as the form and behavior of the domestic cat is not radically different from those of wildcats and domestic cats?	1.1678
Why do origin, systematics and distribution   Honey bees appear to have Origin, systematics and distribution   Honey bees center of origin in South and Southeast Asia (including the Philippines)?	-1.3366
What was the name of the woman who discovered the bones of modern iguanas?	1.1678
When was Dog Behaviour, Evolution, and Cognition published?	1.1678
Are in the family Vespidae?	-1.3366
Where does book Catwatching, suggest, when cats bring home mice or birds, cats are attempting to teach cats human to hunt, or trying to help their human as if feeding " an elderly cat, or an inept kitten "?	-0.7105
Why were while the dinosaurs' modern - day surviving avian lineage (birds) are generally small due to the constraints of flight, many prehistoric dinosaurs (non - avian and avian)?	-1.3366
Why did sibling - mating avoidance reduce inbreeding depression that is largely?	-0.7105
How do many migratory butterflies host plants?	1.1678
Which as pests The include some thirty species of cockroaches associated with humans?	-1.3366
Are family Spheniscidae) a group of aquatic?	0.5417
Why did it use to be thought that cockroaches aggregated?	-0.0844
Where have cockroaches become popular as medicine and cockroach farming is rising?	1.1678
Where did sir John Tenniel draw a famous illustration of Alice meeting a caterpillar for Lewis Carroll's Alice in, c. 1865?	0.5417
What is the name of the dinosaurs that are birds?	1.1678
Why be while cockroaches do not have lungs as do vertebrates, and can continue to respire if do vertebrates heads are removed, in some very large species, the body musculature may contract rhythmically to forcibly move air in and out of the spiracles; this may consider?	-1.3366
What are the rhythms of cockroaches?	0.5417
What is the common wasp or yellow jacket genera Vespula and what is the hornets, Vespa?	-0.7105
Why do older cats show aggression towards new kittens?	1.1678
Are the majority of wasp species solitary?	1.1678
What is the diversity of Pygoscelis that was diverged during the Bartonian?	-0.0844
What is the suborder Pinnipedia family otariidae?	-0.0844
What is the information about penguins at pinguins.info?	0.5417
Why do once mated, Honey bees lay eggs and fertilize eggs?	1.1678
Do together with the fur seals have an average lifespan of 20–30 years?	-0.0844
Why is Evolution   the evolutionary history of penguins well - researched and represents a showcase of evolutionary biogeography; though?	-0.7105
Why does the skin of domestic dogs tend to be thicker than that of wolves, with some Inuit tribes favoring the former for use as clothing?	1.1678
Did together with the fur seals range extend from the subarctic to tropical waters of the global ocean in both the Northern?	-0.7105
Who as a group first appeared in the fossil record in the Jurassic, and diversified into many surviving superfamilies by the Cretaceous?	1.1678
Who is the goddess of healing and medicine?	1.1678
Do family Spheniscidae) live almost exclusively in the Southern Hemisphere?	1.1678
Where is monarch butterfly native to the Americas, but in the nineteenth century or before, spread across the world, and is now found in, New Zealand, other parts of Oceania, and the Iberian Peninsula?	-1.3366
How long can a butterfly live in a butterfly adult stage?	1.1678
Where did study find that leopard cats were undergoing domestication independently in around (7,500 BC), though this line of partially domesticated cats leaves no trace in the domesticated populations of today?	0.5417
Are about four species an ancient group?	-1.3366
Where did largest ever recorded, found in, measure 5.84 m (19.2 ft )?	-1.3366
Many references refer to " Berber " (Kabyle) kaddîska " wildcat " and " Nubian kadīs " as possible sources or cognates, which but says the Nubian term is a loan from Arabic قِطَّة qiṭṭa?	-0.7105
Where does survey claim that in in 1999 more compensation had been paid for dog losses than livestock, however in will often kill hunting dogs, perhaps because hunting dogs are in the wolf's territory?	-1.3366
Do most penguins spend about half of Most penguins lives on land?	-0.0844
Where did wasps as a group have appear in literature from Classical times, as the eponymous chorus of old men in Aristophanes' 422 BC comedy Σφῆκες (Sphēkes), The Wasps, and in science fiction from H. G. Wells's 1904 novel The Food of the Gods and How It Came to, featuring giant wasps with three - inch - long stings?	-1.3366
Why did one or two closely related ones occur in Patagonia, and at least one other — which is or includes the paleeudyptines?	-1.3366
Are Sea lion    Sea lions sea mammals characterized by external ear flaps?	-0.0844
How do predatory wasps sting their prey?	1.1678
Why have such larvae have soft bodies with no limbs, and have a blind gut (presumably?	0.5417
Where did west, in, heavy grazing by coypu and muskrat are cause severe damage to coastal wetlands?	-1.3366
Did about four species are well know as pests?	-1.3366
What is the history of Polynesia and what other cultures consumed dog meat?	1.1678
Who (1850–1904) asserted that " For tetanus cockroach tea is given?	0.5417
Do Honey bees represent only a small fraction of the roughly 20,000 known species of bees?	1.1678
Why do this has been criticized as implausible, because the reward for such an effort may have been too little; cats generally carry?	-0.7105
What is Wasps RFC?	0.5417
Who opines is " equally likely that the forms might derive from an ancient Germanic word, imported into Latin and thence to Greek and to Syriac and Arabic "?	0.5417
Where did cats usually prey on animals less than half cats size, a feral cat in has been photograph killing an adult pademelon of around the cat's weight at 4 kg (8.8 lb )?	-1.3366
Why did they swam on the surface using mainly they feet, but short wings were –?	-1.3366
Where did lineage, the Paraptenodytes, which includes smaller but decidedly stout - legged forms, had already arise in by that time?	0.5417
Do wasps as a group form a clade?	1.1678
Which diderot's cites butterflies as a symbol for the soul?	1.1678
Where is example a site in that has yielded the remains of over 20 Sinornithomimus, from one to seven years old?	0.5417
Do adult butterflies have large?	-1.3366
When do stingless bees huddle around the queen bee at the center of the cluster, shivering to keep the center between 27 °C (81 °F)?	1.1678
Where does miami MetroZoo in also have a breeding pair of Chinese alligators?	-0.7105
Why did to test this proposed theory researchers use sea lions?	0.5417
Where is dart butterfly (Ocybadistes knightorum) endemic to?	-0.0844
What is the order of butterfly butterflies?	-0.0844
Why did escaped swarms (known as “ wild ” bees, but actually feral) spread rapidly as far?	0.5417
Does adult butterflies comprise the large superfamily Papilionoidea?	1.1678
Do the fur seals comprise the family Otariidae?	1.1678
Are cockroach    Cockroaches insects of the order Blattodea?	0.5417
Where did that fits the available evidence, which is that an initial wolf population split into and West Eurasian wolves, these were then domesticate independently before going extinct into two distinct dog populations between 14,000 - 6,400 years ago, and then the Western Eurasian dog population was partially and gradually replaced by East Asian dogs that were brought by humans at least 6,400 years ago?	-1.3366
Did Butterfly fossils date to the Paleocene?	1.1678
Do Butterflies have the typical four - stage insect life cycle?	1.1678
Who as a group play many ecological roles?	0.5417
Which the also contain the somewhat wasplike but unwaisted Symphyta, the sawflies?	-1.3366
What is Kikiki huna's body length?	1.1678
Were birds the only dinosaur lineage to survive the Cretaceous – Paleogene extinction event 66 million years ago?	1.1678
Why been sometimes, the domestic cat has call Felis domesticus?	-0.0844
Although modern dictionaries may refer to Apis as either honey bee or honeybee, which entomologist asserts that correct usage requires two words, i.e.?	1.1678
In 2007, who and Fordyce wrote about the " heterothermic loophole " that penguins utilize in order to survive in Antarctica?	1.1678
How long is the smallest known flying insect?	1.1678
What is the global population of domestic cats?	1.1678
Jean - which Paul suggests the Latin word is from an Egyptian precursor of Coptic ϣⲁⲩ (šau) " tomcat " or its feminine form suffixed with -t, but says " the source [...	-1.3366
How many birds do feral cats kill in the UK?	0.5417
Are Dinosaur    Dinosaurs a diverse group of reptiles of the clade Dinosauria?	0.5417
Why does in the pupa, one wing form a structure that becomes compressed from top to bottom and pleated from proximal to distal ends as it grows?	1.1678
Is honeybee) any member of the genus Apis?	0.5417
Where did cabbage white have no natural enemies?	1.1678
How tall is the largest alligator ever found in Louisiana?	1.1678
Where does fossil from prove that, by the Bartonian (Middle Eocene), some 39–38 mya, primitive penguins had spread to and were in the process of expanding into Atlantic waters?	0.5417
How long is the skeleton of the Giraffatitan brancai?	1.1678
Who published the results in the folio sized handbook The Natural History of British Butterflies in 1924?	1.1678
Why are the forewings and hindwings hook together (?	0.5417
Why have this result in mixed usage of the terms?	-1.3366
Who as a group are a successful and diverse group of insects with tens of thousands of described species?	0.5417
Is Felis catus) a small?	-1.3366
Where did parasitoid of a range of species of whitefly entered commercial use in the 1920s in, was overtake by chemical pesticides in the 1940s, and again received interest from the 1970s?	-1.3366
Where do farmers control sugarcane borers with the parasitic wasp Trichogramma galloi?	1.1678
Did Felis catus) are often call house cats when kept as indoor pets?	-0.0844
Is alligator    An alligator a crocodilian in the genus Alligator of the family Alligatoridae?	-1.3366
Do the stomachs of larger fish contain gizzard stones?	1.1678
Who, in Louisiana, heavy grazing by coypu and muskrat are causing severe damage to coastal wetlands?	-1.3366
While they were not as well - adapted to aquatic life as modern penguins, who were generally loon - like birds but already flightless, with short wings adapted for deep diving?	1.1678
Where does cat in touch the smooth tip of a feral cat in Australia tongue to the surface of the water, and quickly retracts a feral cat in, drawing water upwards?	-1.3366
What is the common misconception about dogs in the developing world?	1.1678
Where does Canis familiaris have page priority over Canis lupus, but both were published simultaneously in (1758), and Canis has been universally used for this species "?	-1.3366
– Early Oligocene of Seymour Island, Antarctica) – tentatively assigned to this subfamily Nordenskjoeld's giant penguin, who nordenskjoeldi   Icadyptes (Late Eocene of Atacama Desert, Peru) Palaeeudyptes (Middle / Late Eocene – Late Oligocene) – polyphyletic?	-1.3366
Which sir drew a famous illustration of Alice meeting a caterpillar for Lewis Carroll's Alice in Wonderland, c. 1865?	1.1678
Who is used for domestic dogs, although taxonomically should probably be synonymous with lupus?	-0.7105
Where did sea lion attack a 62-year - old man who was boating with a sea lion wife in?	-0.7105
Where been sea lions have also the main focus of tourism in and New Zealand?	-0.7105
Why being recovered the Ornithischia as recover the Ornithischia as being closer to the Theropoda than the Sauropodomorpha?	-1.3366
Was the dog the first species to be domesticated?	1.1678
Where did Females can have two to three litters per year, so may produce up Kittens in breeding span of around ten years?	-1.3366
Why been relationship with humans    in research and education because of research and education ease of rearing and resilience, cockroaches have use?	-1.3366
Did Dinosaur    Dinosaurs dominance continue through the Jurassic?	-0.0844
Why do therefore, because of the difference in diet because of climate change, the four sea lions rely?	-1.3366
What is the subfamily spheniscinae – modern penguins aptenodytes – great penguins King penguin, Aptenodytes patagonicus Emperor penguin, Pygoscelis adeliae Chinstrap penguin, Pygoscelis antarctica Gentoo penguin, Pygoscelis adios – brush-tailed penguins Adélie penguin, Pygoscelis adelia	-1.3366
Where were skulls of Australian sea lions from generally smaller in length whereas the largest skulls are from cool temperate localities?	-1.3366
What species has a stridulatory organ between Henschoutedenia thorax and abdomen?	1.1678
Where are alligators native to?	0.5417
Why do some dictionaries suggest a derivation from Welsh pen, " head " and gwyn, " white ", including the Oxford English Dictionary, the American Heritage Dictionary, the Century Dictionary and Merriam - Webster, on the basis that the name was originally applied to the great auk, either because the name was found on White Head Island (Welsh Pen Gwyn) in Newfoundland, or?	0.5417
What are the patterns of abundance in sea lions?	0.5417
How close do penguins get to the Antarctic tourists?	1.1678
When were dogs kept outside more often than dogs are today?	0.5417
Why did sex determination In wasps?	-0.7105
Why are the domestic dog (Canis lupus familiaris or Canis familiaris) sister taxa?	-0.7105
When did English folk etymology change the Spanish word for cockroach into "cock" and "roach"?	1.1678
Where did population of monarchs can travel thousands of miles south - west to overwintering sites in?	-0.7105
Where does cockroach recipe from (Taiwan) specify salting and frying cockroaches after removing the head and entrails?	-0.0844
Who today inhabit every continent, and fossils show that had achieved global distribution by at least the early Jurassic period?	-0.0844
When is the surgery usually performed?	-0.7105
Where do dinosaurs in show some differences, with specialized sinraptorid theropods and unusual, long - necked sauropods like Mamenchisaurus?	-0.0844
Where did the honey bee spread from eastern tropical Africa?	0.5417
Where did origin of Origin, systematics and distribution   Honey bees does not necessarily indicate Europe as the place of origin of the genus, only that Origin, systematics and distribution   Honey bees were present in by that time?	-1.3366
Is Wasp    A wasp any insect of the order Hymenoptera?	0.5417
Why do adult alligators cannibalize younger individuals?	1.1678
What is the smallest cat ever recorded?	1.1678
Why are the similarity of these symbionts in the genus Cryptocercus to those in termites?	-1.3366
When was the femur of a Megalosaurus discovered?	1.1678
When was the first published scientific treatment of what would now be recognized as a dinosaur?	1.1678
What is the danger of royal jelly?	-0.0844
Did about four species however lack the internal ovipositors of modern roaches?	-0.7105
Does a male California sea lion weigh on average about 300 kg (660 lb )?	0.5417
What is the henshawi species group?	1.1678
Although the earliest use of the name " dingo " was Canis familiaris dingo (Blumenbach , 1780), who attributed it to Meyer from 1793 without comment?	1.1678
Where are camp dogs twice the size of those seen in, with large heads and hairy bodies?	-0.0844
Did about 30 cockroach species out of 4,600 are associate with human habitats?	-0.0844
Where is alligator " probably an anglicized form of el lagarto, the Spanish term for " the lizard ", which early Spanish explorers and settlers in called An alligator?	-1.3366
Which paleontologist suggests that non - avian dinosaurs relied mostly on visual displays and possibly non - vocal acoustic sounds like hissing, jaw grinding or clapping, splashing and wing beating (possible in winged maniraptoran dinosaurs )?	0.5417
Did Felis catus) are often value by humans for companionship?	-0.0844
Why is wasps store sperm inside Males, called drones body and control their body release for each individual egg as their body lay?	-1.3366
Are Butterfly    Butterflies insects in the macrolepidopteran clade Rhopalocera from the order Lepidoptera?	0.5417
Though the taxonomic name has often been interpreted as a reference to dinosaurs' teeth, claws, and other fearsome characteristics, who intended it merely to evoke their size and majesty?	0.5417
Why were while dinosaurs were ancestrally bipedal (as are all modern birds), some prehistoric species?	-1.3366
Where are hyenas major predators of stray dogs in, India, and the Caucasus?	-0.7105
Why was in the same year, an application was made to the ICZN to reclassify the dingo to Canis lupus dingo because an application was proposed that the wolf (Canis lupus) was the ancestor of dogs and dingoes, however an application reject?	-1.3366
What is the English word for hound?	-0.0844
How do dominant individuals raise their tails less often than subordinate animals?	-0.0844
Where did the alligator come from?	-1.3366
Why did in one, people deliberately tame cats in a process of artificial selection?	-0.7105
Where is h. G. Wells make use of many wasps in H. G. Wells novel The Food of the Gods and How It Came to (1904):   It flew, H. G. Wells convinced, within a yard of H. G. Wells, struck the ground, rose again, came down again perhaps thirty yards away, and rolled over with It body wriggling and It sting stabbing out and back in It last agony?	-1.3366
Where did breeding experiment for which the African bees were brought to in the first place has continue (though not as intended )?	-0.0844
Is the name " alligator " probably an anglicized form of el lagarto?	1.1678
Where does Early Pliocene) – include Chubutodyptes   The Early Oligocene genus Cruschedula was formerly thought to belong to, however reexamination of the holotype in 1943 resulted in the genus being placed in Accipitridae?	-1.3366
Why are some species are pests because in some species larval stages some species can damage domestic crops or trees; other species?	-1.3366
What was the name of the book written by Henri Coupin in 1905?	1.1678
Who has suggested that Old English * docga is actually derived from Old English colour adjective dox?	1.1678
Does new research seem to show?	-1.3366
Did Alligators first appear during the Paleocene epoch about 66 million years ago?	1.1678
Where are% of asthma patients in also sensitive to cockroach allergens?	-1.3366
What are the smaller groups of butterflies called?	0.5417
In a 1750–1752 journal, who noted that cockroaches were frequently seen and found cockroaches way to the bakeries, after the sailing ship ran aground and was destroyed by rocks?	1.1678
Why been it has also suggest that Dinosauria be defined with respect to the MRCA of Megalosaurus and Iguanodon?	-0.7105
When was the analysis of whole genomes of 48 representative bird species concluded that penguins are the sister group of Procellariiformes?	1.1678
Why is still, the idea that non - avian dinosaurs were uniformly gigantic a misconception based in part on preservation bias?	1.1678
Where do Vespidae include the extinct genus Palaeovespa, seven species of which are known from the Eocene rocks of the Florissant fossil beds of Colorado and from fossilised Baltic amber in?	-1.3366
Why did in the past, immediately following the outlawing of alligator hunting, populations rebound quickly?	-1.3366
Is Honey bee     the Western honey bee which has been domesticated for honey production?	-1.3366
Do most penguins fee on krill?	0.5417
Why do Crowther, Juliet Clutton - Brock and others argue that?	-1.3366
Where are the fossilised Baltic amber found?	1.1678
What is the best way to protect two species?	-1.3366
What is the difference between domestic dogs and wolves?	1.1678
Where does it seem to have originated in eastern tropical Africa and spread from there to and eastwards into to the Tien Shan range?	-1.3366
Why does this most likely happen when the egg overwinters before hatching and where the plant loses the plant leaves in winter?	-1.3366
Who created a comic in 2014 that featured a talking sea lion confronting a human he overheard saying she hated sea lions?	1.1678
Why is Lisbeth Salander a wasp?	0.5417
Finally, which both and larvae can be vectors for pathogens that can infect honeybees, including the Israeli acute paralysis virus (IAPV) and the black queen cell virus (BQCV )?	-1.3366
Who is the most enigmatic of all honey bee species?	1.1678
What is the theory that diplodocids can create sonic booms?	1.1678
Who is a Latin word meaning dog, and under this genus listed the dog - like carnivores including domestic dogs, wolves, and jackals?	1.1678
Where are strains of domestic and redomesticated Africanized bees popular among beekeepers in?	0.5417
